ID,Kpi,Grade,wbs,contractor,date
6240,safety on site,67,"A pumping station is a specialized building designed to house and protect pumping equipment. These structures are used for water supply and wastewater management. They provide a safe, weatherproof environment for pumps and related equipment.",JM Y CM construcciones,04/08/2022
6239,backhoe loader ,60,"A pumping station is a specialized building designed to house and protect pumping equipment. These structures are used for water supply and wastewater management. They provide a safe, weatherproof environment for pumps and related equipment.",JM Y CM construcciones,04/08/2022
6238,scissor lift,67,"A pumping station is a specialized building designed to house and protect pumping equipment. These structures are used for water supply and wastewater management. They provide a safe, weatherproof environment for pumps and related equipment.",Gumex,04/08/2022
6237,safety on site,68,"Construction of a drainage system, also known as a sanitation network or sewer system. This infrastructure is designed to collect and dispose of stormwater and wastewater, preventing stagnation and flooding, and ensuring sanitation.",Idinsa,04/08/2022
6236,general screwed connection,71,"Security wall composed of stone, brick, concrete, concrete blocks, masonry or similar materials, together with footings, pilasters, outriggers, grillwork, gates and other appurtenances, constructed around the perimeter of a subdivision ",Idinsa,04/08/2022
6235,scissor lift,69,Manufacturing and assembly of metal structures to support various industrial and manufacturing systems,GCI,04/08/2022
6234,structural steel,73,Manufacturing and assembly of metal structures to support various industrial and manufacturing systems,GCI,04/08/2022
6233,welding machine,67,Manufacturing and assembly of metal structures to support various industrial and manufacturing systems,GCI,04/08/2022
6232,safety on site,70,Manufacturing and assembly of metal structures to support various industrial and manufacturing systems,GCI,04/08/2022
6231,safety on site,56,"Water supply and return system. Water is extracted from a source and used in the building. The water is then treated, and the system returns the water to the source. It includes pipes, pumps, and a water treatment plant.",LIBRA,03/08/2022
6230,pipe,72,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",HIDROTIC,03/08/2022
